dateff,mktrf,smb,hml,rf,umd
19260731,0.0296,-0.023,-0.0287,0.0022,
19260831,0.0264,-0.014,0.0419,0.0025,
19260930,0.0036,-0.0132,0.0001,0.0023,
19261030,-0.0324,0.0004,0.0051,0.0032,
19261130,0.0253,-0.002,-0.0035,0.0031,
19261231,0.0262,-0.0004,-0.0002,0.0028,
19270131,-0.0006,-0.0056,0.0483,0.0025,0.0044
19270228,0.0418,-0.001,0.0317,0.0026,-0.0201
19270331,0.0013,-0.016,-0.0267,0.003,0.0359
19270430,0.0046,0.0043,0.006,0.0025,0.0419
19270531,0.0544,0.0141,0.0493,0.003,0.0301
19270630,-0.0234,0.0047,-0.0153,0.0026,0.0051
19270730,0.0726,-0.0323,-0.0116,0.003,0.0432
19270831,0.0197,-0.0072,-0.0369,0.0028,0.0112
19270930,0.0476,-0.0357,-0.0071,0.0021,0.0193
19271031,-0.0431,0.0213,-0.0433,0.0025,-0.0111
19271130,0.0658,0.0276,-0.0031,0.0021,-0.0068
19271231,0.0209,0.0093,-0.0106,0.0022,0.0319
19280131,-0.0068,0.0425,-0.0072,0.0025,-0.006
19280229,-0.017,-0.0203,-0.0069,0.0033,-0.0102
19280331,0.0881,-0.0026,-0.012,0.0029,0.0487
19280430,0.0423,0.0382,0.0367,0.0022,-0.0565
19280531,0.0152,0.0298,-0.0346,0.0032,0.0285
19280630,-0.0485,-0.035,-0.0006,0.0031,0.0205
19280731,0.0062,-0.0135,-0.0047,0.0032,0.0275
19280831,0.0668,-0.0207,-0.0211,0.0032,0.0362
19280929,0.0288,0.0218,0.0076,0.0027,0.0362
19281031,0.0133,0.0227,-0.0226,0.0041,0.0505
19281130,0.1181,-0.0181,0.028,0.0038,0.0193
19281231,0.0036,-0.0085,-0.006,0.0006,0.0171
19290131,0.0466,-0.0354,-0.0121,0.0034,0.0247
19290228,-0.0034,-0.0039,0.0168,0.0036,0.0309
19290328,-0.0089,-0.0478,0.0156,0.0034,-0.0092
19290430,0.0143,-0.0099,0.0061,0.0036,0.0189
19290531,-0.0639,-0.0546,-0.0157,0.0044,-0.0204
19290629,0.097,-0.0217,-0.0276,0.0052,0.0879
19290731,0.0446,-0.0388,0.0266,0.0033,0.0294
19290830,0.0818,-0.0952,0.0006,0.004,0.0463
19290930,-0.0547,0.0117,-0.0063,0.0035,0.0304
19291031,-0.2012,-0.0408,0.0785,0.0046,0.0409
19291127,-0.1274,-0.0191,0.0533,0.0037,-0.0202
19291231,0.0133,-0.042,-0.0059,0.0037,0.0515
19300131,0.0561,0.0358,-0.0101,0.0014,-0.0504
19300228,0.025,0.0012,0.0039,0.003,0.0042
19300331,0.071,0.0344,0.0015,0.0035,-0.0418
19300430,-0.0206,-0.0017,-0.0084,0.0021,0.0394
19300529,-0.0166,-0.0204,-0.0063,0.0026,-0.0001
19300630,-0.1627,-0.0322,0.02,0.0027,0.0661
19300731,0.0412,-0.0037,-0.0156,0.002,-0.0216
19300829,0.003,-0.0222,-0.0078,0.0009,0.0395
19300930,-0.1275,-0.0222,-0.0527,0.0022,0.1144
19301031,-0.0878,-0.001,-0.0135,0.0009,0.0695
19301129,-0.0304,0.0221,-0.0353,0.0013,-0.0117
19301231,-0.0783,-0.0468,-0.0539,0.0014,0.1329
19310131,0.0624,0.0381,0.0721,0.0015,-0.1094
19310228,0.1088,0.0339,0.016,0.0004,-0.1437
19310331,-0.0643,0.0307,-0.0365,0.0013,0.0955
19310430,-0.0998,-0.0461,-0.0392,0.0008,0.1142
19310529,-0.1324,0.0516,-0.0657,0.0009,0.0903
19310630,0.139,-0.0538,0.113,0.0008,-0.1785
19310731,-0.0662,0.0143,-0.021,0.0006,0.0805
19310831,0.0041,-0.0197,-0.0149,0.0003,-0.0352
19310930,-0.2913,0.0056,-0.0675,0.0003,0.1018
19311031,0.0804,-0.0187,0.017,0.001,0.0328
19311130,-0.0908,0.043,-0.0505,0.0017,0.0761
19311231,-0.1353,-0.0056,-0.0886,0.0012,0.1417
19320130,-0.0158,0.0394,0.0904,0.0023,-0.1032
19320229,0.0546,-0.0277,-0.0145,0.0023,0.0162
19320331,-0.1121,0.0227,-0.0232,0.0016,0.1033
19320430,-0.1796,0.0144,0.0142,0.0011,0.0695
19320531,-0.2051,0.0372,-0.0328,0.0006,0.122
19320630,-0.007,0.0035,0.0532,0.0002,0.021
19320730,0.3384,-0.0444,0.3546,0.0003,-0.4394
19320831,0.3706,0.1429,0.3303,0.0003,-0.5226
19320930,-0.0294,-0.0243,-0.0682,0.0003,0.0244
19321031,-0.1317,-0.0276,-0.1004,0.0002,0.0429
19321130,-0.0588,0.0208,-0.1328,0.0002,-0.0209
19321231,0.044,-0.0827,-0.0817,0.0001,0.0526
19330131,0.0125,0.0069,0.0623,0.0001,-0.0153
19330228,-0.1524,-0.0275,-0.0273,-0.0003,0.0419
19330331,0.0329,0.039,0.0738,0.0004,0.0235
19330429,0.3885,0.0456,0.1743,0.001,-0.1595
19330531,0.2143,0.367,0.1903,0.0004,-0.0392
19330630,0.1311,0.0867,-0.0188,0.0002,0.0354
19330731,-0.0963,-0.0101,0.0327,0.0002,0.0041
19330831,0.1205,-0.0545,0.0296,0.0003,0.0751
19330930,-0.1065,-0.0032,-0.1177,0.0002,0.0165
19331031,-0.0836,-0.0008,-0.0846,0.0001,-0.0228
19331129,0.0997,-0.0648,0.0233,0.0002,0.0635
19331230,0.0183,0.0066,-0.0153,0.0002,0.0396
19340131,0.126,0.1253,0.1554,0.0005,-0.031
19340228,-0.025,0.0519,0.0212,0.0002,-0.0025
19340331,0.0009,0.0251,-0.0273,0.0002,-0.0086
19340430,-0.0179,0.028,-0.0375,0.0001,-0.0512
19340531,-0.0725,-0.0026,-0.0591,0.0001,-0.0283
19340630,0.0264,-0.0214,-0.0292,0.0001,-0.0096
19340731,-0.1096,-0.0694,-0.1066,0.0001,0.0873
19340831,0.0558,0.0542,0.005,0.0001,0.0241
19340929,-0.0023,-0.0152,-0.0124,0.0001,-0.001
19341031,-0.0166,0.0124,-0.0511,0.0001,0.0691
19341130,0.0833,0.0649,-0.0224,0.0001,0.0422
19341231,0.0036,0.0308,-0.0317,0.0001,0.0463
19350131,-0.0345,0.0107,-0.0189,0.0001,0.036
19350228,-0.0194,0.0042,-0.0724,0.0002,0.1375
19350330,-0.0368,-0.0354,-0.0506,0.0001,0.0286
19350430,0.0906,-0.0156,0.0427,0.0001,-0.0472
19350531,0.0347,-0.0334,0.0261,0.0001,-0.0367
19350629,0.0593,-0.0251,-0.0165,0.0001,0.0207
19350731,0.0751,0.0147,0.0686,0.0001,-0.0422
19350831,0.0265,0.0628,0.057,0.0001,-0.0769
19350930,0.0263,0.0157,-0.0405,0.0001,0.0893
19351031,0.0703,0.0265,-0.0233,0.0001,0.0209
19351130,0.0488,0.043,0.1191,0.0002,-0.0591
19351231,0.0456,0.0022,0.0107,0.0001,0.0375
19360131,0.0689,0.051,0.1051,0.0001,-0.0336
19360229,0.0249,0.0114,0.0504,0.0001,0.0257
19360331,0.0099,0.0066,-0.0166,0.0002,0.0173
19360430,-0.0814,-0.0603,-0.0208,0.0002,-0.0783
19360529,0.0519,0.0081,0.0263,0.0002,0.0237
19360630,0.024,-0.0325,-0.012,0.0003,0.0045
19360731,0.0667,0.0114,0.0256,0.0001,0.029
19360831,0.0099,0.0072,0.0399,0.0002,0.0061
19360930,0.0098,0.0307,0.0088,0.0001,0.0127
19361031,0.0712,-0.0239,0.0252,0.0002,0.0099
19361130,0.0327,0.0901,-0.0092,0.0001,0.0211
19361231,0.0021,0.0361,0.0396,0,0.0211
19370130,0.0335,0.0431,0.0261,0.0001,-0.0185
19370227,0.0109,0.0123,0.0505,0.0002,0.0298
19370331,-0.0027,-0.0178,0.0639,0.0001,0.0281
19370430,-0.0736,-0.0377,-0.0361,0.0003,-0.0371
19370528,-0.0083,-0.0066,-0.0349,0.0006,0.0051
19370630,-0.0421,-0.0365,-0.0321,0.0003,0.0068
19370731,0.0891,0.0085,0.0082,0.0003,-0.004
19370831,-0.0486,0.0042,-0.0225,0.0002,-0.0179
19370930,-0.1361,-0.0689,-0.0457,0.0004,-0.0714
19371030,-0.0961,0.0045,-0.0162,0.0002,-0.0156
19371130,-0.0831,-0.0365,0.002,0.0002,-0.0097
19371231,-0.0424,-0.0776,-0.0039,0,0.047
19380131,0.0049,0.0497,-0.016,0,-0.0144
19380228,0.0584,0.0035,-0.0202,0,-0.0308
19380331,-0.2382,-0.0424,-0.0352,-0.0001,0.1575
19380430,0.1451,0.0637,0.0018,0.0001,-0.0888
19380531,-0.0383,-0.0247,-0.0028,0,0.0713
19380630,0.2387,0.0405,0.003,0,-0.2486
19380730,0.0734,0.0666,0.0218,-0.0001,-0.0644
19380831,-0.0267,-0.0244,-0.0472,0,0.0395
19380930,0.0081,-0.0272,-0.0162,0.0002,0.0253
19381031,0.078,0.0583,0.0501,0.0001,-0.077
19381130,-0.0172,-0.0256,-0.0123,-0.0006,0.0313
19381231,0.0419,-0.018,0.005,0,0.0205
19390131,-0.0596,-0.0156,-0.0392,-0.0001,-0.0305
19390228,0.0351,0.0063,0.0295,0.0001,0.0325
19390331,-0.1199,-0.0476,-0.0829,-0.0001,-0.0148
19390429,-0.0018,0.0166,-0.003,0,0.027
19390531,0.068,0.0281,0.0047,0.0001,0.0356
19390630,-0.0531,-0.0102,-0.0541,0.0001,0.0196
19390731,0.1024,0.0432,-0.0003,0,-0.0057
19390831,-0.0668,-0.0461,-0.0242,-0.0001,0.059
19390930,0.1688,0.2023,0.2222,0.0001,-0.3035
19391031,-0.0053,-0.0001,-0.0489,0,0.0648
19391130,-0.0362,-0.0507,-0.0646,0,-0.0022
19391230,0.0303,0.0079,-0.0406,0,0.054
19400131,-0.0241,0.0024,-0.0077,0,0.0174
19400229,0.0144,0.0251,-0.0032,0,0.0181
19400330,0.0205,0.0125,-0.0127,0,-0.0036
19400430,0.0022,0.0392,-0.0013,0,0.0333
19400531,-0.2195,-0.0666,-0.0369,-0.0002,0.0286
19400629,0.0667,-0.0213,0.0463,0,-0.0214
19400731,0.0316,0.0101,-0.0074,0.0001,0.0085
19400831,0.0219,-0.0011,0.0056,-0.0001,-0.0161
19400930,0.0239,0.0322,-0.0113,0,-0.0026
19401031,0.0302,0.0028,0.0464,0,-0.0653
19401130,-0.0161,0.0194,0.0012,0,0.0133
19401231,0.0069,-0.0215,-0.0089,0,0.0346
19410131,-0.0417,0.01,0.0383,-0.0001,-0.0472
19410228,-0.0143,-0.0157,0.0089,-0.0001,0.0091
19410331,0.0084,0.001,0.0304,0.0001,0.0243
19410430,-0.0546,-0.0169,0.0341,-0.0001,0.0303
19410531,0.0139,-0.0066,0.006,0,0.0246
19410630,0.0583,0.0132,0.0059,0,-0.0064
19410731,0.0587,0.057,0.0725,0.0003,-0.0175
19410830,-0.0017,-0.0041,-0.011,0.0001,0.0017
19410930,-0.0087,-0.0099,-0.0028,0.0001,-0.0157
19411031,-0.0525,-0.0202,0.0163,0,0.0474
19411129,-0.0192,-0.0121,-0.0064,0,0.0404
19411231,-0.0487,-0.0298,-0.0594,0.0001,0.0028
19420131,0.0079,0.0752,0.101,0.0002,-0.0358
19420228,-0.0246,0.0172,-0.0113,0.0001,-0.0071
19420331,-0.0658,0.0178,-0.0062,0.0001,-0.0021
19420430,-0.0437,-0.006,0.0209,0.0001,-0.0079
19420529,0.0594,-0.0305,-0.0265,0.0003,-0.0471
19420630,0.0269,-0.0122,0.0054,0.0002,-0.0132
19420731,0.0351,-0.0016,0.024,0.0003,0.0077
19420831,0.018,-0.0009,0.0133,0.0003,-0.0013
19420930,0.0261,0.0066,0.0239,0.0003,-0.0064
19421031,0.0682,0.0182,0.0647,0.0003,-0.0401
19421130,0.0015,-0.0154,-0.0424,0.0003,-0.0097
19421231,0.0512,-0.0249,0.0056,0.0003,0.0306
19430130,0.0713,0.0878,0.0823,0.0003,-0.0036
19430227,0.0615,0.0484,0.0651,0.0003,-0.0146
19430331,0.0601,0.0503,0.0548,0.0003,0.0474
19430430,0.0081,0.0206,0.0586,0.0003,0.0618
19430529,0.0574,0.0441,0.0328,0.0003,0.0561
19430630,0.0182,-0.0106,-0.0074,0.0003,-0.013
19430731,-0.0477,-0.0241,-0.0227,0.0003,-0.0459
19430831,0.013,-0.0062,-0.0047,0.0003,0.0071
19430930,0.024,0.0128,0.0143,0.0003,0.0178
19431030,-0.0115,0.0058,0.0165,0.0003,-0.0053
19431130,-0.0591,-0.0164,-0.0404,0.0003,-0.0472
19431231,0.0636,0.0334,0.0322,0.0003,0.0599
19440131,0.0174,0.0256,0.0217,0.0003,0.0097
19440229,0.0037,-0.001,0.0083,0.0003,0.0034
19440331,0.0246,0.0171,0.0343,0.0002,0.0261
19440429,-0.0169,-0.0135,-0.0113,0.0003,0.0052
19440531,0.0507,0.0167,0.0102,0.0003,0.0207
19440630,0.0549,0.0404,0.0182,0.0003,-0.0522
19440731,-0.0149,0.0055,-0.0043,0.0003,0.0019
19440831,0.0157,0.0241,-0.0163,0.0003,0.0468
19440930,0.0001,0.0047,-0.0121,0.0002,-0.0108
19441031,0.0016,-0.0014,-0.0034,0.0003,-0.0124
19441130,0.0171,0.0037,0.0231,0.0003,0.0128
19441230,0.0403,0.0224,0.0591,0.0002,0.0336
19450131,0.0201,0.0244,0.0071,0.0003,0.0004
19450228,0.0623,0.0156,0.044,0.0002,0.0303
19450331,-0.0389,-0.0161,-0.0178,0.0002,-0.0328
19450430,0.078,0.0032,0.0321,0.0003,0.0479
19450531,0.0173,0.0151,0.0035,0.0003,0.0011
19450630,0.0039,0.031,0.0432,0.0002,0.0411
19450731,-0.0217,-0.0146,-0.0271,0.0003,-0.0262
19450831,0.062,0.0161,-0.044,0.0003,-0.014
19450929,0.0477,0.0171,0.0048,0.0003,0.014
19451031,0.0389,0.0246,0.0225,0.0003,0.0025
19451130,0.0539,0.0416,0.0434,0.0002,0.0426
19451231,0.012,0.0212,-0.0232,0.0003,0.0125
19460131,0.0624,0.0402,0.0221,0.0003,0.0376
19460228,-0.0583,-0.0073,-0.0127,0.0003,-0.0145
19460330,0.0587,0.0031,-0.0036,0.0003,0.0269
19460430,0.0423,0.0237,0.0045,0.0003,0.0303
19460531,0.0393,0.0146,0.0109,0.0003,-0.0061
19460628,-0.0389,-0.0153,-0.0059,0.0003,-0.0252
19460731,-0.0269,-0.0206,0.0004,0.0003,-0.001
19460830,-0.0644,-0.0178,0.006,0.0003,-0.0003
19460930,-0.1017,-0.0441,-0.0196,0.0003,0.0074
19461031,-0.0144,0.0009,0.0344,0.0003,0.0097
19461130,-0.0001,-0.004,0.0152,0.0003,0.002
19461231,0.0496,0.0006,-0.0138,0.0003,-0.001
19470131,0.0125,0.0218,-0.0073,0.0003,-0.0644
19470228,-0.0108,0.0068,0.0014,0.0003,-0.0049
19470331,-0.0167,-0.0161,0.0061,0.0003,0.0406
19470430,-0.048,-0.0397,0.0085,0.0003,0.0505
19470529,-0.0097,-0.0326,0.0034,0.0003,0.0333
19470630,0.0529,-0.0031,-0.006,0.0003,-0.0185
19470731,0.0414,0.0143,0.0282,0.0003,-0.0342
19470829,-0.0174,0.003,0.0016,0.0003,0.0338
19470930,-0.0054,0.0164,0.0136,0.0006,-0.0002
19471031,0.0247,0.0051,0.0008,0.0006,0.0134
19471129,-0.0197,-0.0174,0.0106,0.0006,0.0423
19471231,0.03,-0.0248,0.0369,0.0008,0.036
19480131,-0.0393,0.0249,0.0138,0.0007,-0.0429
19480228,-0.0438,-0.0171,0.0007,0.0007,0.0147
19480331,0.0807,0.0013,0.0449,0.0009,-0.0019
19480430,0.0365,-0.0166,0.041,0.0008,0.0406
19480528,0.073,0.0093,-0.0123,0.0008,0.0238
19480630,-0.001,-0.0186,0.0275,0.0009,0.0399
19480730,-0.0509,-0.0032,0.0007,0.0008,-0.0158
